"ndc","rxcui","va"
"68180084073",749860,"HS200"
"68180084473",1356074,"HS200"
"68180084613",1423123,"HS200"
"68180086106",308460,"AM200"
"68180086111",749783,"AM200"
"68180086206",248656,"AM200"
"68180086211",749780,"AM200"
"68180086473",1722680,"HS900"
"68180086473",1722680,"HS200"
"68180086473",1722680,"TN410"
"68180086573",1724801,"HS900"
"68180086573",1724801,"HS200"
"68180086573",1724801,"TN410"
"68180086673",1729516,"HS900"
"68180086673",1729516,"HS200"
"68180086673",1729516,"TN410"
"68180086873",748800,"HS200"
"68180087673",748961,"HS800"
"68180087773",1422896,"HS800"
"68180088673",1543553,"HS200"
"68180089173",1422081,"HS200"
"68180089373",1427300,"HS200"
"68180089373",1427300,"HS900"
"68180089473",1013629,"HS200"
"68180090273",748800,"HS200"
"68180094111",1597076,"HS100"
"68180094701",848180,"DE200"
"68180094702",848180,"DE200"
"68180095401",1370754,"DE200"
"68180096301",2123072,"RE102"
"68180096501",966220,"HS851"
"68180096503",966220,"HS851"
"68180096509",966220,"HS851"
"68180096601",966221,"HS851"
"68180096603",966221,"HS851"
"68180096609",966221,"HS851"
"68180096701",966222,"HS851"
"68180096703",966222,"HS851"
"68180096709",966222,"HS851"
"68180096801",966253,"HS851"
"68180096803",966253,"HS851"
"68180096901",892246,"HS851"
"68180096903",892246,"HS851"
"68180096909",892246,"HS851"
"68180097001",966248,"HS851"
"68180097003",966248,"HS851"
"68180097009",966248,"HS851"
"68180097101",966224,"HS851"
"68180097103",966224,"HS851"
"68180097109",966224,"HS851"
"68180097201",966270,"HS851"
"68180097203",966270,"HS851"
"68180097209",966270,"HS851"
"68180097303",966225,"HS851"
"68180097309",966225,"HS851"
"68180097501",892251,"HS851"
"68180097509",892251,"HS851"
"68180097901",197884,"CV800"
"68180097903",197884,"CV800"
"68180098001",314076,"CV800"
"68180098003",314076,"CV800"
"68180098101",314077,"CV800"
"68180098103",314077,"CV800"
"68180098201",205326,"CV800"
"68180098430",351109,"RE101"
"68180099706",1190110,"CN609"
"68180099806",313990,"CN609"
"68180099901",248642,"CN609"
"68308014501",1049696,"CN101"
"68308015215",646456,"DE102"
"68308015230",646456,"DE102"
"68308015260",646456,"DE102"
"68308034260",1741905,"DE752"
"68308057030",197843,"DE751"
"68308057330",403930,"DE751"
"68308066830",901399,"AM250"
"68308070301",314266,"DE820"
"68308070360",314266,"DE820"
"68382-0006-01",282401,"CN400"
"68382-0008-10",198427,"CN400"
"68382-0009-14",198428,"CN400"
"68382-0041-05",992447,"AH100"
"68382-0051-05",152695,"MS102"
"68382-0132-01",863669,"CV150"
"68382000105",1738511,"CN609"
"68382000106",1738511,"CN609"
"68382000116",1738511,"CN609"
"68382000301",197388,"IM600"
"68382000414",205316,"CN400"
"68382000514",205315,"CN400"
"68382000601",282401,"CN400"
"68382000610",282401,"CN400"
"68382000801",198427,"CN400"
"68382000810",198427,"CN400"
"68382000905",198428,"CN400"
"68382000914",198428,"CN400"
"68382001005",198429,"CN400"
"68382001014",198429,"CN400"
"68382001801",313582,"CN609"
"68382001901",313584,"CN609"
"68382002101",313586,"CN609"
"68382002210",197380,"CV100"
"68382002310",197381,"CV100"
"68382002401",197379,"CV100"
"68382003416",313583,"CN609"
"68382003510",313585,"CN609"
"68382003516",313585,"CN609"
"68382003610",313581,"CN609"
"68382003616",313581,"CN609"
"68382004001",992438,"AH100"
"68382004101",992447,"AH100"
"68382004105",992447,"AH100"
"68382004110",992447,"AH100"
"68382005001",311486,"MS102"
"68382005005",311486,"MS102"
"68382005101",152695,"MS102"
"68382005105",152695,"MS102"
"68382009101",283417,"RE302"
"68382009205",686924,"CV100"
"68382009305",200031,"CV100"
"68382009401",200032,"CV100"
"68382009405",200032,"CV100"
"68382009501",200033,"CV100"
"68382009505",200033,"CV100"
"68382009601",979092,"AP101"
"68382009605",979092,"AP101"
"68382009705",1738483,"CN609"
"68382009706",1738483,"CN609"
"68382009710",1738483,"CN609"
"68382009716",1738483,"CN609"
"68382009801",1738495,"CN609"
"68382009805",1738495,"CN609"
"68382009806",1738495,"CN609"
"68382009810",1738495,"CN609"
"68382009816",1738495,"CN609"
"68382009905",1738503,"CN609"
"68382009910",1738503,"CN609"
"68382009916",1738503,"CN609"
"68382011305",312829,"CN709"
"68382011414",312830,"CN709"
"68382011514",312831,"CN709"
"68382011714",314211,"CN709"
"68382012205",197361,"CV200"
"68382012316",308135,"CV200"
"68382013201",863669,"CV150"
"68382013210",863669,"CV150"
"68382013510",979485,"CV805"
"68382013516",979485,"CV805"
"68382013610",979492,"CV805"
"68382013616",979492,"CV805"
"68382013710",979480,"CV805"
"68382013716",979480,"CV805"
"68382013805",199888,"CN400"
"68382013814",199888,"CN400"
"68382013905",151226,"CN400"
"68382013914",151226,"CN400"
"68382014005",199889,"CN400"
"68382014014",199889,"CN400"
"68382014114",199890,"CN400"
"68382014601",198189,"CV800"
"68382014701",261962,"CV800"
"68382018201",866018,"CN309"
"68382018205",866018,"CN309"
"68382018314",866090,"CN309"
"68382020906",199224,"AN900"
"68382022705",833528,"CV300"
"68382024910",617312,"CV350"
"68382024916",617312,"CV350"
"68382025010",617310,"CV350"
"68382025016",617310,"CV350"
"68382025110",617311,"CV350"
"68382025116",617311,"CV350"
"68382025210",259255,"CV350"
"68382025501",863636,"GU201"
"68382025601",863619,"GU201"
"68382031601",197985,"AM250"
"68382031818",197984,"AM250"
"68382032010",628953,"TN430"
"68382035305",993541,"CN609"
"68382035316",993541,"CN609"
"68382037001",646456,"DE102"
"68382037002",646456,"DE102"
"68382037003",646456,"DE102"
"68382039801",198116,"TN430"
"68382041205",198051,"GA303"
"68382041205",198051,"GA900"
"68382043528",833234,"GA900"
"68382044405",310274,"GA301"
"68382050010",200329,"GA900"
"68382051201",849389,"AM800"
"68382052601",197418,"CV702"
"68382052860",848943,"CV350"
"68382052942",1801279,"CV350"
"68382052960",1801279,"CV350"
"68382053701",199381,"TN478"
"68382053801",898490,"TN478"
"68382055901",311995,"AM600"
"68382056401",866427,"CV100"
"68382056410",866427,"CV100"
"68382056510",866436,"CV100"
"68382056601",866412,"CV100"
"68382056610",866412,"CV100"
"68382056928",835726,"AD100"
"68382058201",903456,"HS851"
"68382059101",198076,"CN701"
"68382059201",198077,"CN701"
"68382059301",198078,"CN701"
"68382059816",830801,"CV200"
"68382062301",866111,"CN309"
"68382065906",903857,"AU300"
"68382066001",313096,"CV704"
"68382066005",313096,"CV704"
"68382066010",313096,"CV704"
"68382066101",198223,"CV704"
"68382066105",198223,"CV704"
"68382066201",198222,"CV704"
"68382066205",198222,"CV704"
"68382070718",1649990,"AM250"
"68382071119",686429,"GA900"
"68382071782",351134,"CN105"
"68382072001",1244214,"HS051"
"68382074916",1988324,"CV200"
"68382075810",861007,"HS502"
"68382076010",861004,"HS502"
"68382076906",1437283,"CN400"
"68382077501",105585,"AN300"
"68382078201",1649401,"AM250"
"68382079101",197311,"AM800"
"68382079201",197313,"AM800"
"68382079801",896758,"CV100"
"68382079901",896762,"CV100"
"68382080001",896766,"CV100"
"68382080501",856377,"CN609"
"68382080505",856377,"CN609"
"68382080510",856377,"CN609"
"68382080601",856373,"CN609"
"68382080605",856373,"CN609"
"68382080610",856373,"CN609"
"68382080701",856364,"CN609"
"68382080705",856364,"CN609"
"68382085601",310812,"CV704"
"68382085605",310812,"CV704"
"68382089706",403957,"CV490"
"68382089706",403957,"GU900"
"68382091601",259966,"HS051"
"68382091634",762675,"HS051"
"68382091911",197971,"HS051"
"68382092386",359494,"CN105"
"68382096906",1091839,"RE900"
"68382097001",197499,"CV701"
"68382097101",197500,"CV701"
"68382098406",1098608,"CN400"
"68462-0126-05",310433,"CN400"
"68462-0126-05",310433,"CN900"
"68462-0130-01",314285,"CN400"
"68462-0157-13",104894,"GA605"
"68462-0263-90",859751,"CV350"
"68462-0303-29",977836,"HS800"
"68462010230",197698,"AM700"
"68462010430",197700,"AM700"
"68462010530",198052,"GA605"
"68462010630",312086,"GA605"
"68462010805",199888,"CN400"
"68462010860",199888,"CN400"
"68462010905",199889,"CN400"
"68462010910",199889,"CN400"
"68462010960",199889,"CN400"
"68462011060",199890,"CN400"
"68462011940",197699,"AM700"
"68462011944",197699,"AM700"
"68462012605",310433,"CN400"
"68462012605",310433,"CN900"
"68462012705",310434,"CN400"
"68462012705",310434,"CN900"
"68462012901",403967,"CN400"
"68462013281",1358776,"HS900"
"68462013281",1358776,"HS200"
"68462013701",312136,"CN400"
"68462013901",312138,"CN400"
"68462015305",151226,"CN400"
"68462015360",151226,"CN400"
"68462015713",104894,"GA605"
"68462015811",312087,"GA605"
"68462015813",312087,"GA605"
"68462016205",686924,"CV100"
"68462016305",200031,"CV100"
"68462016405",200032,"CV100"
"68462016505",200033,"CV100"
"68462017901",849431,"MS102"
"68462018022",106346,"DE101"
"68462018117",309367,"DE102"
"68462018135",309367,"DE102"
"68462018147",309367,"DE102"
"68462018449",142046,"GU300"
"68462018801",198013,"MS102"
"68462019001",198014,"MS102"
"68462019005",198014,"MS102"
"68462019217",311753,"DE200"
"68462019255",311753,"DE200"
"68462019590",904458,"CV350"
"68462019605",904467,"CV350"
"68462019690",904467,"CV350"
"68462019705",904475,"CV350"
"68462020030",205304,"CV805"
"68462020130",205305,"CV805"
"68462022001",311355,"CN750"
"68462022101",197889,"CN750"
"68462022110",197889,"CN750"
"68462022301",197891,"CN750"
"68462022401",197892,"CN750"
"68462022517",151029,"DE200"
"68462022605",349556,"CV350"
"68462022630",349556,"CV350"
"68462022690",349556,"CV350"
"68462025301",312845,"CN500"
"68462025501",314208,"CN500"
"68462025601",312847,"CN500"
"68462026001",897649,"CV200"
"68462026110",859424,"CV350"
"68462026190",859424,"CV350"
"68462026290",859747,"CV350"
"68462026310",859751,"CV350"
"68462026390",859751,"CV350"
"68462026430",859419,"CV350"
"68462026530",349591,"CN900"
"68462026630",349592,"CN900"
"68462026730",349593,"CN900"
"68462026830",349594,"CN900"
"68462027030",608143,"CN900"
"68462027130",608139,"CN900"
"68462027601",833008,"HS702"
"68462029017",848176,"DE200"
"68462029052",848176,"DE200"
"68462029201",897659,"CV200"
"68462029301",897640,"CV200"
"68462029735",309289,"DE102"
"68462029817",308714,"DE250"
"68462029855",308714,"DE250"
"68462030147",829539,"DE752"
"68462030201",197818,"MS102"
"68462030205",197818,"MS102"
"68462030329",977836,"HS800"
"68462030450",1000405,"HS800"
"68462030450",1000405,"AN500"
"68462030529",748961,"HS800"
"68462030929",749860,"HS200"
"68462031065",198373,"DE820"
"68462031417",1053753,"DE250"
"68462031435",1053753,"DE250"
"68462031829",1252016,"HS200"
"68462031960",616749,"CV250"
"68462032560",310992,"MS102"
"68462033090",859033,"CN500"
"68462033190",859040,"CN500"
"68462033290",859044,"CN500"
"68462033390",859052,"CN500"
"68462034690",855172,"AH105"
"68462035594",855642,"DE200"
"68462035701",312504,"TN430"
"68462035705",312504,"TN430"
"68462037030",1494769,"CN400"
"68462038301",485442,"CN309"
"68462038401",485465,"CN309"
"68462038630",477367,"GU201"
"68462038790",477372,"GU201"
"68462038829",1245919,"HS200"
"68462039429",1242786,"HS200"
"68462039429",1242786,"HS900"
"68462039501",199119,"GA900"
"68462039601",198051,"GA303"
"68462039601",198051,"GA900"
"68462039610",198051,"GA303"
"68462039610",198051,"GA900"
"68462039701",200329,"GA900"
"68462039710",200329,"GA900"
"68462039730",200329,"GA900"
"68462039790",200329,"GA900"
"68462040201",864681,"AP101"
"68462040401",864675,"AP101"
"68462040467",864675,"AP101"
"68462040601",197817,"MS102"
"68462041929",1989873,"HS900"
"68462041929",1989873,"HS200"
"68462041929",1989873,"TN410"
"68462043318",866910,"CV350"
"68462043518",835726,"AD100"
"68462043630",349373,"CV805"
"68462043730",349401,"CV805"
"68462043790",349401,"CV805"
"68462043830",349405,"CV805"
"68462043890",349405,"CV805"
"68462046160",857560,"GU201"
"68462046699",314209,"CN105"
"68462046806",312837,"CN105"
"68462047205",1801294,"TN430"
"68462048619",358917,"DE752"
"68462049833",200194,"CN105"
"68462050329",2099508,"HS900"
"68462050329",2099508,"HS200"
"68462050329",2099508,"TN410"
"68462050481",2047760,"HS900"
"68462050481",2047760,"HS200"
"68462052190",1807888,"HS502"
"68462052917",861495,"DE200"
"68462053228",861487,"DE200"
"68462053253",861487,"DE200"
"68462053435",314266,"DE820"
"68462053465",314266,"DE820"
"68462053494",314266,"DE820"
"68462053670",310982,"IM900"
"68462056417",311877,"DE101"
"68462056529",749784,"HS200"
"68462058001",200311,"CV350"
"68462058101",310288,"CV350"
"68462058340",644088,"GA605"
"68462058385",644088,"GA605"
"68462058458",403810,"GA605"
"68462060827",861353,"DE200"
"68462060935",562806,"DE900"
"68462062652",1041518,"DE752"
"68462063945",198039,"CV250"
"68462064693",1603861,"HS200"
"68462065790",1090992,"HS900"
"68462067295",751901,"HS200"
"68462068201",905158,"IM600"
"68462068301",349208,"IM600"
"68462071171",884707,"GU500"
"68462071171",884707,"HS300"
"68462072029",748798,"HS200"
"68462073129",1989507,"HS900"
"68462073129",1989507,"HS200"
"68462073129",1989507,"TN410"
"68462073329",748800,"HS200"
"68462074617",197312,"DE103"
"68462074635",197312,"DE103"
"68462079817",1085640,"DE200"
"68462079917",1053697,"DE250"
"68462085101",830869,"CV200"
"68462086201",991194,"CN701"
"68462086635",309332,"DE752"
"68462086665",309332,"DE752"
"68462088001",854908,"CV400"
"68645-0130-54",310385,"CN609"
"68645-0551-54",311354,"CV800"
"68645-0553-54",314077,"CV800"
"68645-0554-54",205326,"CV800"
"68645-0563-54",197807,"MS102"
"68645-0582-59",861007,"HS502"
"68645-0584-59",861004,"HS502"
"68645-0590-90",309362,"BL117"
"68645-0609-90",311354,"CV800"
"68645013054",310385,"CN609"
"68645013154",310384,"CN609"
"68645019059",866514,"CV100"
"68645019159",866511,"CV100"
"68645030059",861004,"HS502"
"68645047754",866427,"CV100"
"68645049659",200033,"CV100"
"68645051054",310798,"CV701"
"68645051254",1812011,"CV200"
"68645051554",197361,"CV200"
"68645051654",308135,"CV200"
"68645051954",349332,"CN609"
"68645052054",351250,"CN609"
"68645052154",312940,"CN609"
"68645052254",312941,"CN609"
"68645052354",312938,"CN609"
"68645052754",198211,"CV350"
"68645054154",310346,"HS900"
"68645055054",311353,"CV800"
"68645055154",311354,"CV800"
"68645055254",314076,"CV800"
"68645055354",314077,"CV800"
"68645055454",205326,"CV800"
"68645055654",197885,"CV400"
"68645055754",197886,"CV400"
"68645055854",197887,"CV400"
"68645056054",200224,"RE109"
"68645056259",197806,"MS102"
"68645056354",197807,"MS102"
"68645057454",310490,"HS502"
"68645057559",310488,"HS502"
"68645058054",308135,"CV200"
"68645058259",861007,"HS502"
"68645058359",861010,"HS502"
"68645058459",861004,"HS502"
"68645058754",314076,"CV800"
"68645059090",309362,"BL117"
"68645059354",197884,"CV800"
"68645059459",310273,"GA301"
"68645059559",860975,"HS502"
"68645059654",314200,"GA900"
"68645060354",1812011,"CV200"
"68645060890",311353,"CV800"
"68645060990",311354,"CV800"
"68645061090",314076,"CV800"
"68645061190",314077,"CV800"
"68645061290",205326,"CV800"
"68645061390",197884,"CV800"
"68682000610",833217,"CV200"
"68682002210",197939,"CV703"
"68682010510",198034,"CV200"
"68682010610",198035,"CV200"
"68682010710",198036,"CV200"
"68682010810",1812011,"CV200"
"68682011001",562806,"DE900"
"68682011102",562806,"DE900"
"68682027275",967017,"IM900"
"68682029905",311382,"OP300"
"68682030060",882548,"DE752"
"68682036990",830837,"CV200"
"68682037090",830801,"CV200"
"68682037190",830795,"CV200"
"68682039204",1370763,"DE200"
"68682045570",142046,"GU300"
"68682046410",308805,"OP109"
"68682065220",801961,"CN302"
"68682070890",830897,"CV200"
"68682071101",858813,"CV800"
"68682080045",245723,"DE752"
"68682081305",1992303,"OP101"
"68682099798",830837,"CV200"
"68727015001",2393794,"CN900"
"68968052508",1251501,"HS900"
"68968341008",242892,"HS300"
"68968343708",241946,"HS300"
"68968345008",242891,"HS300"
"68968347508",1149632,"HS300"
"68968555303",753439,"CN802"
"68968555503",753443,"CN802"
"69076010503",349251,"AM800"
"69097-0158-07",311486,"MS102"
"69097-0159-15",152695,"MS102"
"69097-0524-44",855633,"DE200"
"69097-0813-12",310430,"CN400"
"69097-0834-12",312941,"CN609"
"69097-0835-02",312938,"CN609"
"69097-0835-12",312938,"CN609"
"69097-0846-15",828348,"MS200"
"69097-0848-05",349332,"CN609"
"69097-0849-05",351250,"CN609"
"69097007112",993541,"CN609"
"69097007212",993557,"CN609"
"69097012203",199888,"CN400"
"69097012212",199888,"CN400"
"69097012215",199888,"CN400"
"69097012303",151226,"CN400"
"69097012312",151226,"CN400"
"69097012315",151226,"CN400"
"69097012403",199889,"CN400"
"69097012412",199889,"CN400"
"69097012415",199889,"CN400"
"69097012605",308136,"CV200"
"69097012615",308136,"CV200"
"69097012705",197361,"CV200"
"69097012715",197361,"CV200"
"69097012805",308135,"CV200"
"69097012815",308135,"CV200"
"69097014260",2123111,"RE102"
"69097015305",313565,"AM800"
"69097015405",313564,"AM800"
"69097015807",311486,"MS102"
"69097015812",311486,"MS102"
"69097015815",311486,"MS102"
"69097015907",152695,"MS102"
"69097015912",152695,"MS102"
"69097015915",152695,"MS102"
"69097017353",1437702,"RE109"
"69097022316",904396,"HS900"
"69097022416",904431,"HS900"
"69097022476",904431,"HS900"
"69097031887",349094,"RE101"
"69097031953",351109,"RE101"
"69097031987",351109,"RE101"
"69097032153",252559,"RE101"
"69097032187",252559,"RE101"
"69097032303",1373491,"IM700"
"69097037402",403957,"CV490"
"69097037402",403957,"GU900"
"69097040815",866412,"CV100"
"69097042107",205323,"MS102"
"69097042112",205323,"MS102"
"69097042207",205322,"MS102"
"69097042212",205322,"MS102"
"69097042303",686379,"MS102"
"69097045805",477560,"CV350"
"69097045905",477562,"CV350"
"69097052444",855633,"DE200"
"69097052834",692576,"GA900"
"69097064448",314227,"CN105"
"69097067705",483442,"CN900"
"69097067805",483448,"CN900"
"69097067905",483450,"CN900"
"69097068105",483438,"CN900"
"69097068205",483440,"CN900"
"69097073102",313222,"AM700"
"69097080232",2047882,"HS100"
"69097080237",835840,"HS100"
"69097081312",310430,"CN400"
"69097081507",310432,"CN400"
"69097081512",310432,"CN400"
"69097082103",310459,"CV350"
"69097082112",310459,"CV350"
"69097082312",200371,"CN609"
"69097082412",309314,"CN609"
"69097083302",312940,"CN609"
"69097083305",312940,"CN609"
"69097083312",312940,"CN609"
"69097083402",312941,"CN609"
"69097083412",312941,"CN609"
"69097083502",312938,"CN609"
"69097083512",312938,"CN609"
"69097084053",1437702,"RE109"
"69097084507",828320,"MS200"
"69097084607",828348,"MS200"
"69097084615",828348,"MS200"
"69097084705",351249,"CN609"
"69097084805",349332,"CN609"
"69097084905",351250,"CN609"
"69097085902",313222,"AM700"
"69097085907",313222,"AM700"
"69097086107",314285,"CN400"
"69097086707",198006,"CV100"
"69097086807",198007,"CV100"
"69097086907",198008,"CV100"
"69097087612",993557,"CN609"
"69097094312",310431,"CN400"
"69097094505",617310,"CV350"
"69097094605",617311,"CV350"
"69097094705",259255,"CV350"
"69097096607",311893,"MS102"
"69097096912",197886,"CV400"
"69097099602",830897,"CV200"
"69238-1065-01",1801298,"TN430"
"69238-1170-09",1000070,"CN601"
"69238-2078-01",856457,"CV100"
"69238101302",1597076,"HS100"
"69238101703",403930,"DE751"
"69238105501",1099300,"CN601"
"69238105601",991194,"CN701"
"69238106501",1801298,"TN430"
"69238106507",1801298,"TN430"
"69238106901",1801294,"TN430"
"69238110002",1649988,"AM250"
"69238110005",1649988,"AM250"
"69238111501",866094,"CN309"
"69238111701",866083,"CN309"
"69238111801",866018,"CN309"
"69238111906",866090,"CN309"
"69238112001",312132,"MS102"
"69238112309",198006,"CV100"
"69238112409",198007,"CV100"
"69238115403",349556,"CV350"
"69238115409",349556,"CV350"
"69238116507",1100075,"AN500"
"69238116609",1000048,"CN601"
"69238117009",1000070,"CN601"
"69238117603",197845,"DE751"
"69238120302",904870,"CN101"
"69238120402",1432969,"CN101"
"69238120502",904876,"CN101"
"69238126601",312122,"AM800"
"69238127306",1115698,"AM800"
"69238131009",483442,"CN900"
"69238131109",483448,"CN900"
"69238131209",483450,"CN900"
"69238131509",483446,"CN900"
"69238134201",197686,"MS102"
"69238134703",403957,"CV490"
"69238134703",403957,"GU900"
"69238137403",309683,"OP350"
"69238138003",804544,"OP300"
"69238142301",105585,"AN300"
"69238149101",197419,"CV702"
"69238152301",198252,"AM250"
"69238153203",861495,"DE200"
"69238153206",861495,"DE200"
"69238153502",1366192,"CN400"
"69238153909",349462,"CN105"
"69238154001",858747,"GA900"
"69238154401",979092,"AP101"
"69238158306",1811763,"HS800"
"69238161503",242446,"OT101"
"69238161606",242446,"OT101"
"69238173208",861490,"DE200"
"69238183001",966220,"HS851"
"69238183007",966220,"HS851"
"69238183101",966221,"HS851"
"69238183107",966221,"HS851"
"69238183201",966222,"HS851"
"69238183207",966222,"HS851"
"69238183301",966253,"HS851"
"69238183307",966253,"HS851"
"69238183401",892246,"HS851"
"69238183407",892246,"HS851"
"69238183501",966248,"HS851"
"69238183507",966248,"HS851"
"69238183607",966224,"HS851"
"69238183701",966270,"HS851"
"69238183707",966270,"HS851"
"69238183801",966225,"HS851"
"69238183807",966225,"HS851"
"69238183901",966249,"HS851"
"69238183907",966249,"HS851"
"69238184001",892251,"HS851"
"69238184007",892251,"HS851"
"69238201603",1797833,"NT900"
"69238201702",1797844,"NT900"
"69238202905",311877,"DE101"
"69238203003",309332,"DE752"
"69238207701",856448,"CV100"
"69238207707",856448,"CV100"
"69238207801",856457,"CV100"
"69238207807",856457,"CV100"
"69238207901",856519,"CV100"
"69238207907",856519,"CV100"
"69238208001",856556,"CV100"
"69238208101",856578,"CV100"
"69238208105",856578,"CV100"
"69238209004",310274,"GA301"
"69238209503",476556,"AM800"
"69238212209",283077,"HS051"
"69292053001",856448,"CV100"
"69292053201",856457,"CV100"
"69292053210",856457,"CV100"
"69292053601",856556,"CV100"
"69292056401",311671,"CV701"
"69315-0155-01",429503,"CV701"
"69315-0308-10",309307,"OP210"
"69315-0904-05",197900,"CN302"
"69315011610",310429,"CV702"
"69315011710",313988,"CV702"
"69315011805",197732,"CV702"
"69315012701",310410,"VT102"
"69315012710",310410,"VT102"
"69315013001",197770,"CV701"
"69315013110",310798,"CV701"
"69315013301",835593,"CN601"
"69315013401",835564,"CN601"
"69315013501",835568,"CN601"
"69315013701",885213,"AU350"
"69315013801",885209,"AU350"
"69315013901",197738,"AU350"
"69315015501",429503,"CV701"
"69315015510",429503,"CV701"
"69315018205",863664,"GU201"
"69315021101",198032,"CV200"
"69315028809",477560,"CV350"
"69315030510",1923432,"OP105"
"69315030630",646456,"DE102"
"69315030660",646456,"DE102"
"69315030802",309307,"OP210"
"69315030805",309307,"OP210"
"69315030810",309307,"OP210"
"69315031228",1790684,"DE200"
"69315050447",312055,"AM700"
"69315050460",312055,"AM700"
"69315090401",197900,"CN302"
"69315090405",197900,"CN302"
"69315090410",197900,"CN302"
"69315090501",197901,"CN302"
"69315090505",197901,"CN302"
"69315090510",197901,"CN302"
"69315090601",197902,"CN302"
"69315090605",197902,"CN302"
"69315091001",1190572,"GA208"
"69339017103",198052,"GA605"
"69339018003",724861,"CN809"
"69367016204",1094107,"GU100"
"69367018205",861004,"HS502"
"69367018210",861004,"HS502"
"69367019201",1094104,"GU100"
"69367020301",238154,"CN103"
"69367020305",238154,"CN103"
"69367021910",199903,"CV701"
"69367023601",310385,"CN609"
"69367023701",313989,"CN609"
"69367023809",855172,"AH105"
"69367024312",1291082,"RS202"
"69367024324",1291082,"RS202"
"69367026209",313565,"AM800"
"69367026309",313564,"AM800"
"69367027216",995868,"RE301"
"69367028805",993541,"CN609"
"69367028809",993541,"CN609"
"69367028905",993557,"CN609"
"69367030205",205323,"MS102"
"69367030951",392038,"OR100"
"69367032509",483448,"CN900"
"69367032709",483438,"CN900"
"69367033530",1738803,"CN609"
"69367034405",310431,"CN400"
"69367034605",310433,"CN400"
"69367034605",310433,"CN900"
"69452011645",1366192,"CN400"
"69452012550",283536,"CN400"
"69452014320",197397,"RE302"
"69452014330",197397,"RE302"
"69452014420",283417,"RE302"
"69452014430",283417,"RE302"
"69452015120",1367410,"VT504"
"69452015673",312839,"CN105"
"69452015773",312837,"CN105"
"69452015825",866910,"CV350"
"69452017173",749783,"AM200"
"69452017213",248656,"AM200"
"69452020820",308868,"VT502"
"69452023320",260243,"HS800"
"69452023420",312641,"HS800"
"69452024120",905269,"AU350"
"69452027520",834022,"MS102"
"69452029020",197311,"AM800"
"69452029030",197311,"AM800"
"69452029120",197313,"AM800"
"69452033711",562508,"AM111"
"69452034172",314135,"CN105"
"69452034213",260218,"CN809"
"69452034313",205324,"CN809"
"69452034472",315223,"CN105"
"69452034572",313161,"CN105"
"69452034672",313160,"CN105"
"69452034820",485442,"CN309"
"69452034920",485465,"CN309"
"69452035113",313222,"AM700"
"69452035120",313222,"AM700"
"69452035620",312845,"CN500"
"69452035720",312846,"CN500"
"69489041130",2054120,"DE450"
"69543012350",199245,"HS502"
"69543012450",199246,"HS502"
"69543012550",199247,"HS502"
"69543025810",1493650,NA
"69543037410",260243,"HS800"
"69543037510",312641,"HS800"
"69543038810",834022,"MS102"
"69543042610",311915,"MS102"
"69584002290",197361,"CV200"
"69584002390",308135,"CV200"
"69584009150",866094,"CN309"
"69584009210",866083,"CN309"
"69584009250",866083,"CN309"
"69584009350",866018,"CN309"
"69584009406",866090,"CN309"
"69584011110",197446,"MS200"
"69584011150",197446,"MS200"
"69584036190",310798,"CV701"
"69584036210",197770,"CV701"
"69584042510",835593,"CN601"
"69584061110",197943,"MS200"
"69584061210",197944,"MS200"
"69584061250",197944,"MS200"
"69584084110",1923426,"CV100"
"69584085210",313096,"CV704"
"69584085250",313096,"CV704"
"69584085290",313096,"CV704"
"69584085310",198223,"CV704"
"69584085350",198223,"CV704"
"69584085410",198222,"CV704"
"69584085450",198222,"CV704"
"69680-0133-93",628953,"TN430"
"69680011210",309594,"VT101"
"69680011225",309594,"VT101"
"69680011399",309594,"VT101"
"69680013300",628953,"TN430"
"69680013393",628953,"TN430"
"69680013400",198116,"TN430"
"69680015892",993557,"CN609"
"69751010012",2385353,"HS900"
"69784020096",831261,"IM900"
"69784050001",311915,"MS102"
"69918020101",833008,"HS702"
"69918030130",883826,"BL116"
"70000017803",308416,"CN103"
"70000017803",308416,"GA110"
"70000060302",308416,"CN103"
"70000060302",308416,"GA110"
"70010-0006-01",899461,"CN802"
"70010-0148-01",312504,"TN430"
"70010-0491-01",860975,"HS502"
"70010-0491-05",860975,"HS502"
"70010000201",197541,"MS400"
"70010000401",899511,"CN802"
"70010000501",899439,"CN802"
"70010000601",899461,"CN802"
"70010000701",899485,"CN802"
"70010000801",1101926,"CN802"
"70010000901",899495,"CN802"
"70010001101",1006608,"CN802"
"70010001201",1806195,"CN802"
"70010001301",1806177,"CN802"
"70010001401",1806179,"CN802"
"70010001501",1806183,"CN802"
"70010003001",861221,"CN801"
"70010003101",861223,"CN801"
"70010003201",861225,"CN801"
"70010003301",861227,"CN801"
"70010003401",861232,"CN801"
"70010004201",1091145,"CN802"
"70010004301",1091225,"CN802"
"70010004401",889520,"CN103"
"70010006305",861007,"HS502"
"70010006310",861007,"HS502"
"70010006405",861010,"HS502"
"70010006501",861004,"HS502"
"70010006505",861004,"HS502"
"70010006510",861004,"HS502"
"70010006599",861004,"HS502"
"70010008501",312594,"CV150"
"70010008601",198141,"CV150"
"70010010805",310430,"CN400"
"70010010810",310430,"CN400"
"70010010910",310431,"CN400"
"70010013501",1801294,"TN430"
"70010013505",1801294,"TN430"
"70010013510",1801294,"TN430"
